type,level,sample,pheno,covs,LRT,Pval,"('V(O)', 'SE')","('V(O)', 'Variance')","('V(O)/Vp', 'SE')","('V(O)/Vp', 'Variance')","('V(e)', 'SE')","('V(e)', 'Variance')","('Vp', 'SE')","('Vp', 'Variance')",df,logL0,n
func,MetaCycpathway_common_clrcheck,174_sample,dietPC1,no_covs,7.765,0.002663638,0.332926,0.817754,0.118448,0.391065,0.191127,1.273342,0.292916,2.091097,1,-140.773,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC1_preadj,age_sex,6.949,0.004192731,0.268212,0.591005,0.118538,0.327482,0.176708,1.213687,0.241468,1.804692,1,-135.811,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC1_preadj,no_covs,6.751,0.004685441,0.263702,0.584011,0.117844,0.32718,0.173739,1.200975,0.237489,1.784986,1,-130.501,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC2,age_sex,0,0.5,0.110794,2.00E-06,0.058705,1.00E-06,0.218384,1.887294,0.204212,1.887296,1,-149.757,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC2,no_covs,0,0.5,0.098887,2.00E-06,0.052264,1.00E-06,0.217245,1.89206,0.203436,1.892062,1,-145.084,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC2_preadj,age_sex,0,0.5,0.094923,2.00E-06,0.051336,1.00E-06,0.210758,1.849055,0.20005,1.849057,1,-147.631,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC2_preadj,no_covs,0,0.5,0.086727,2.00E-06,0.047392,1.00E-06,0.205882,1.82999,0.196762,1.829992,1,-142.46,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC3,age_sex,0,0.5,0.091126,2.00E-06,0.06168,1.00E-06,0.18016,1.477403,0.159807,1.477404,1,-127.405,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC3,no_covs,1.376,0.1204286,0.148612,0.154299,0.091905,0.099376,0.17921,1.398377,0.174319,1.552676,1,-125.859,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC3_preadj,age_sex,0,0.5,0.086941,1.00E-06,0.060876,1.00E-06,0.173679,1.42816,0.15448,1.428161,1,-124.502,174
func,MetaCycpathway_common_clrcheck,174_sample,dietPC3_preadj,no_covs,0,0.5,0.08357,1.00E-06,0.059216,1.00E-06,0.169843,1.411274,0.151741,1.411275,1,-119.06,174
func,MetaCycpathway_common_clrcheck,174_sample,mats_indication,no_covs,0.326,0.2839641,0.011625,0.004843,0.046131,0.019292,0.028292,0.246219,0.027044,0.251063,1,30.439,174
func,MetaCycpathway_common_clrcheck,174_sample,mats_indication,sex_ASD_age_dietPC_bristol,1.603,0.1027084,0.02118,0.016897,0.080806,0.065974,0.030915,0.239218,0.02953,0.256115,1,7.743,165
func,MetaCycpathway_common_clrcheck,174_sample,mats_indication,sex_ASD_mia_indication_age_dietPC_bristol,1.685,0.09713711,0.02173,0.017575,0.082348,0.068237,0.031214,0.239988,0.029831,0.257564,1,5.359,165
func,MetaCycpathway_common_clrcheck,174_sample,mats_indication,sex_age_dietPC,0.865,0.1761832,0.014276,0.008447,0.056177,0.033542,0.028866,0.243394,0.027634,0.251842,1,14.924,174
func,MetaCycpathway_common_clrcheck,174_sample,mats_indication,sex_age_dietPC_bristol,1.715,0.09515103,0.021966,0.018204,0.083873,0.071326,0.030778,0.237017,0.029441,0.25522,1,10.077,165
func,MetaCycpathway_common_clrcheck,174_sample,mats_number,age_sex,0,0.5,0.048392,2.00E-06,0.030472,1.00E-06,0.176699,1.588085,0.17176,1.588086,1,-133.527,174
func,MetaCycpathway_common_clrcheck,174_sample,mats_number,age_sex_dietPC,0,0.5,0.046313,2.00E-06,0.029047,1.00E-06,0.179429,1.594419,0.17397,1.594421,1,-140.037,174
func,MetaCycpathway_common_clrcheck,174_sample,mats_number,no_covs,0,0.5,0.057302,2.00E-06,0.036033,1.00E-06,0.175585,1.590246,0.170985,1.590248,1,-129.851,174
func,MetaCycpathway_common_clrcheck,174_sample,me_indication,age_sex_dietPC,0,0.5,0.011679,0,0.051011,1.00E-06,0.027227,0.228947,0.024983,0.228947,1,22.926,174
func,MetaCycpathway_common_clrcheck,174_sample,me_indication,no_covs,0,0.5,0.011674,0,0.051554,1.00E-06,0.026377,0.226446,0.024348,0.226446,1,39.097,174
func,MetaCycpathway_common_clrcheck,174_sample,me_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.013098,0,0.058581,1.00E-06,0.027717,0.22359,0.025246,0.22359,1,17.971,165
func,MetaCycpathway_common_clrcheck,174_sample,me_number,age_sex,0,0.5,0.07645,2.00E-06,0.034306,1.00E-06,0.250168,2.228491,0.241025,2.228493,1,-162.489,174
func,MetaCycpathway_common_clrcheck,174_sample,me_number,age_sex_dietPC,0.011,0.458983,0.074989,0.006956,0.034748,0.003224,0.245316,2.150711,0.235446,2.157667,1,-165.434,174
func,MetaCycpathway_common_clrcheck,174_sample,me_number,no_covs,0,0.5,0.083171,2.00E-06,0.037582,1.00E-06,0.247079,2.213033,0.237947,2.213035,1,-158.134,174
func,MetaCycpathway_common_clrcheck,174_sample,meds_antipsychotic,age_sex,0.093,0.3799734,0.001058,0.000255,0.037342,0.009027,0.003182,0.028043,0.003062,0.028299,1,210.925,174
func,MetaCycpathway_common_clrcheck,174_sample,meds_antipsychotic,age_sex_dietPC,0.072,0.3944589,0.001126,0.000253,0.040767,0.009168,0.003152,0.027328,0.003011,0.027581,1,200.781,174
func,MetaCycpathway_common_clrcheck,174_sample,meds_antipsychotic,no_covs,0.03,0.4310533,0.000922,0.000134,0.032846,0.004782,0.003129,0.027935,0.003018,0.02807,1,219.986,174
func,MetaCycpathway_common_clrcheck,174_sample,meds_gastrointestinal,age_sex,5.533,0.009330611,0.009817,0.015574,0.094442,0.163244,0.010302,0.07983,0.011084,0.095404,1,108.454,174
func,MetaCycpathway_common_clrcheck,174_sample,meds_gastrointestinal,age_sex_dietPC,5.307,0.01062224,0.010258,0.016208,0.097113,0.167635,0.010545,0.080476,0.011378,0.096683,1,97.046,174
func,MetaCycpathway_common_clrcheck,174_sample,meds_gastrointestinal,no_covs,6.315,0.005987004,0.009117,0.014389,0.089646,0.153114,0.01008,0.079588,0.010746,0.093977,1,116.109,174
func,MetaCycpathway_common_clrcheck,174_sample,mia_indication,no_covs,0.005,0.4729047,0.008314,0.000568,0.035786,0.002445,0.026203,0.231743,0.024979,0.232311,1,37.183,174
func,MetaCycpathway_common_clrcheck,174_sample,mia_indication,sex_ASD_age_dietPC_bristol,0.263,0.304068,0.01423,0.00591,0.064562,0.026977,0.026705,0.213163,0.024865,0.219073,1,19.929,165
func,MetaCycpathway_common_clrcheck,174_sample,mia_indication,sex_ASD_mats_indication_age_dietPC_bristol,0.328,0.2834659,0.015025,0.006733,0.067683,0.030555,0.027013,0.213632,0.025129,0.220365,1,17.39,165
func,MetaCycpathway_common_clrcheck,174_sample,mia_indication,sex_age_dietPC,0.032,0.4293353,0.010392,0.001891,0.045891,0.008357,0.026255,0.224357,0.024702,0.226248,1,24.017,174
func,MetaCycpathway_common_clrcheck,174_sample,mia_indication,sex_age_dietPC_bristol,0.197,0.3286322,0.013052,0.00472,0.058292,0.021171,0.026869,0.218233,0.025174,0.222954,1,20.551,165
func,MetaCycpathway_common_clrcheck,174_sample,mia_number,age_sex,0.943,0.1657968,0.054107,0.050099,0.087527,0.083682,0.069763,0.548589,0.066975,0.598688,1,-48.944,174
func,MetaCycpathway_common_clrcheck,174_sample,mia_number,age_sex_dietPC,0.717,0.198519,0.055849,0.050985,0.097253,0.092033,0.066277,0.502999,0.063187,0.553984,1,-49.84,174
func,MetaCycpathway_common_clrcheck,174_sample,mia_number,no_covs,0.6,0.2192534,0.049109,0.03864,0.081209,0.065325,0.069074,0.552854,0.065068,0.591494,1,-42.935,174
func,MetaCycpathway_common_clrcheck,174_sample,participant_type,age_sex,0,0.5,0.028869,1.00E-06,0.047856,1.00E-06,0.068591,0.603242,0.06526,0.603243,1,-51.514,174
func,MetaCycpathway_common_clrcheck,174_sample,participant_type,age_sex_dietPC,0,0.5,0.027781,1.00E-06,0.047051,1.00E-06,0.067385,0.590435,0.064442,0.590435,1,-57.496,174
func,MetaCycpathway_common_clrcheck,174_sample,participant_type,no_covs,0.014,0.4527646,0.022043,0.002282,0.032739,0.00339,0.075202,0.670882,0.072383,0.673164,1,-54.848,174
func,MetaCycpathway_common_clrcheck,174_sample,sex,age,0,0.5,0.007309,0,0.031516,1.00E-06,0.025757,0.23191,0.02501,0.23191,1,33.012,174
func,MetaCycpathway_common_clrcheck,174_sample,sex,no_covs,0,0.5,0.006659,0,0.028688,1.00E-06,0.02564,0.232109,0.024957,0.23211,1,37.183,174
func,MetaCycpathway_common_clrcheck,174_sample,sleep_cshq_total,age_sex,0,0.5,4.422468,8.90E-05,0.05182,1.00E-06,9.839882,85.342277,9.603663,85.342366,1,-440.988,161
func,MetaCycpathway_common_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0,0.5,4.053694,8.90E-05,0.047558,1.00E-06,9.925941,85.236393,9.683094,85.236482,1,-440.22,161
func,MetaCycpathway_common_clrcheck,174_sample,sleep_cshq_total,no_covs,0,0.5,5.507274,8.90E-05,0.066212,1.00E-06,9.560928,83.175838,9.293355,83.175926,1,-441.357,161
func,MetaCycpathway_common_clrcheck,full_bristol,mats_indication,no_covs,1.16,0.1407129,0.018497,0.013215,0.072407,0.052574,0.029738,0.238134,0.028128,0.251349,1,28.772,165
func,MetaCycpathway_common_clrcheck,full_bristol,mats_indication,sex_age_dietPC,1.869,0.08578635,0.021931,0.01848,0.083898,0.072555,0.030665,0.236224,0.029273,0.254704,1,12.772,165
func,MetaCycpathway_common_clrcheck,full_bristol,mia_indication,no_covs,0,0.5,0.007513,0,0.032761,1.00E-06,0.026416,0.229342,0.025327,0.229342,1,36.195,165
func,MetaCycpathway_common_clrcheck,full_bristol,mia_indication,sex_age_dietPC,0.002,0.4839469,0.00833,0.000336,0.037045,0.001497,0.026451,0.224515,0.025219,0.224851,1,22.495,165
func,MetaCycpathway_common_clrcheck,no_aap,mats_indication,no_covs,0.168,0.3411064,0.011636,0.003804,0.046171,0.015132,0.028902,0.247602,0.027464,0.251406,1,29.412,169
func,MetaCycpathway_common_clrcheck,no_aap,mats_indication,sex_age_dietPC,0.554,0.22831,0.014301,0.007272,0.05591,0.028627,0.029703,0.246752,0.028263,0.254024,1,13.462,169
func,MetaCycpathway_common_clrcheck,no_aap,mia_indication,no_covs,0,0.5,0.009293,0,0.040355,1.00E-06,0.026647,0.230285,0.025126,0.230285,1,36.761,169
func,MetaCycpathway_common_clrcheck,no_aap,mia_indication,sex_age_dietPC,0,0.5,0.009063,0,0.040075,1.00E-06,0.026594,0.226149,0.025051,0.226149,1,22.942,169
func,MetaCycpathway_common_clrcheck,no_asd,mats_indication,no_covs,0,0.5,0.050655,0,0.201,1.00E-06,0.073023,0.252017,0.057071,0.252018,1,5.391,40
func,MetaCycpathway_common_clrcheck,no_asd,mats_indication,sex_age_dietPC,0,0.5,0.066516,0,0.245059,1.00E-06,0.090366,0.271429,0.06581,0.271429,1,-5.374,40
func,MetaCycpathway_common_clrcheck,no_asd,mia_indication,no_covs,0.136,0.3559888,0.04141,0.012771,0.176082,0.05475,0.062128,0.220484,0.052999,0.233254,1,7.034,40
func,MetaCycpathway_common_clrcheck,no_asd,mia_indication,sex_age_dietPC,0.036,0.4245867,0.039943,0.006544,0.16596,0.02725,0.068187,0.233617,0.058281,0.240161,1,-3.213,40
func,MetaCycpathway_common_clrcheck,no_current_ab,mats_indication,no_covs,0,0.5,0.008256,0,0.032904,1.00E-06,0.028952,0.250927,0.027795,0.250928,1,28.629,164
func,MetaCycpathway_common_clrcheck,no_current_ab,mats_indication,sex_age_dietPC,0.088,0.3835236,0.010804,0.002608,0.042742,0.010334,0.029746,0.249813,0.028419,0.252421,1,13.081,164
func,MetaCycpathway_common_clrcheck,no_current_ab,mia_indication,no_covs,0.487,0.2426497,0.011814,0.005691,0.051527,0.024958,0.026529,0.222326,0.025331,0.228016,1,36.386,164
func,MetaCycpathway_common_clrcheck,no_current_ab,mia_indication,sex_age_dietPC,0.638,0.2122845,0.012661,0.006804,0.05736,0.031071,0.025958,0.212189,0.02476,0.218993,1,24.277,164
func,MetaCycpathway_common_clrcheck,no_gastro_meds,mats_indication,no_covs,0,0.5,0.009704,0,0.038669,1.00E-06,0.030092,0.25095,0.028506,0.25095,1,27.119,156
func,MetaCycpathway_common_clrcheck,no_gastro_meds,mats_indication,sex_age_dietPC,0.162,0.3435973,0.013133,0.004359,0.053355,0.017765,0.030075,0.241022,0.028386,0.245381,1,13.967,156
func,MetaCycpathway_common_clrcheck,no_gastro_meds,mia_indication,no_covs,0,0.5,0.010135,0,0.043116,1.00E-06,0.028493,0.235058,0.026701,0.235059,1,32.185,156
func,MetaCycpathway_common_clrcheck,no_gastro_meds,mia_indication,sex_age_dietPC,0.19,0.3313443,0.018405,0.008608,0.078648,0.037115,0.029661,0.223317,0.027038,0.231925,1,18.43,156
func,MetaCycpathway_common_clrcheck,no_probiotic,mats_indication,no_covs,0,0.5,0.014775,0,0.059044,1.00E-06,0.033194,0.250244,0.030803,0.250244,1,22.645,133
func,MetaCycpathway_common_clrcheck,no_probiotic,mats_indication,sex_age_dietPC,0,0.5,0.013325,0,0.051923,1.00E-06,0.034337,0.256626,0.032208,0.256626,1,6.816,133
func,MetaCycpathway_common_clrcheck,no_probiotic,mia_indication,no_covs,1.025,0.1556353,0.022801,0.017017,0.094707,0.072311,0.031769,0.21832,0.029535,0.235338,1,27.289,133
func,MetaCycpathway_common_clrcheck,no_probiotic,mia_indication,sex_age_dietPC,2.146,0.07146512,0.026723,0.026863,0.108782,0.114417,0.031718,0.20792,0.030658,0.234784,1,13.058,133
func,MetaCycpathway_common_clrcheck,no_sib,mats_indication,no_covs,0.982,0.1608245,0.021824,0.014714,0.085121,0.058369,0.033797,0.237378,0.031541,0.252093,1,22.363,132
func,MetaCycpathway_common_clrcheck,no_sib,mats_indication,sex_age_dietPC,1.301,0.1269917,0.022424,0.015749,0.08695,0.062241,0.034368,0.237285,0.03233,0.253035,1,7.476,132
func,MetaCycpathway_common_clrcheck,no_sib,mia_indication,no_covs,0.161,0.3441896,0.020037,0.009368,0.08089,0.038142,0.033495,0.236235,0.030557,0.245603,1,24.208,132
func,MetaCycpathway_common_clrcheck,no_sib,mia_indication,sex_age_dietPC,0.396,0.2646851,0.024376,0.016186,0.099063,0.067135,0.033687,0.224904,0.030976,0.24109,1,11.052,132
func,Microba_common_clrcheck,174_sample,ASD,age_sex,0,0.5,0.025379,0,0.11308,1.00E-06,0.031396,0.224431,0.024342,0.224431,1,30.771,174
func,Microba_common_clrcheck,174_sample,ASD,age_sex_dietPC,0,0.5,0.026413,0,0.118888,1.00E-06,0.032779,0.222166,0.024314,0.222166,1,23.66,174
func,Microba_common_clrcheck,174_sample,ASD,no_covs,0,0.5,0.019214,0,0.077173,1.00E-06,0.031664,0.248974,0.02677,0.248974,1,30.623,174
func,Microba_common_clrcheck,174_sample,age,no_covs,62.654,1.22E-15,4.312051,15.60522,0.148289,0.993687,2.318374,0.099145,2.363568,15.704365,1,-326.671,174
func,Microba_common_clrcheck,174_sample,age,sex,62.455,1.39E-15,4.32468,15.722593,0.147548,0.999999,2.319835,1.60E-05,2.371891,15.722609,1,-326.635,174
func,Microba_common_clrcheck,174_sample,bmi,age_sex,0.014,0.4523378,1.03239,0.138569,0.086157,0.011573,1.610054,11.835389,1.296147,11.973958,1,-306.113,174
func,Microba_common_clrcheck,174_sample,bmi,age_sex_dietPC,0,0.5,1.095167,1.60E-05,0.090516,1.00E-06,1.673962,12.099097,1.321015,12.099113,1,-310.352,174
func,Microba_common_clrcheck,174_sample,bmi,no_covs,8.374,0.001902664,3.836032,7.492683,0.193159,0.443573,2.837074,9.398987,2.123086,16.89167,1,-329.435,174
func,Microba_common_clrcheck,174_sample,bristol_regroup,age_sex,6.162,0.006525671,0.221177,0.414417,0.208309,0.461554,0.162022,0.483456,0.118243,0.897873,1,-75.345,165
func,Microba_common_clrcheck,174_sample,bristol_regroup,age_sex_dietPC,5.625,0.00885357,0.218307,0.386959,0.211849,0.438179,0.162466,0.496148,0.116485,0.883107,1,-81.532,165
func,Microba_common_clrcheck,174_sample,bristol_regroup,no_covs,6.136,0.00662408,0.207055,0.378955,0.199964,0.424813,0.155991,0.513096,0.114036,0.89205,1,-70.987,165
func,Microba_common_clrcheck,174_sample,cam_probiotic,age_sex,0,0.5,0.014842,0,0.083586,1.00E-06,0.02359,0.177571,0.019216,0.177571,1,53.719,174
func,Microba_common_clrcheck,174_sample,cam_probiotic,age_sex_dietPC,0,0.5,0.013621,0,0.075845,1.00E-06,0.023443,0.179586,0.019603,0.179586,1,43.35,174
func,Microba_common_clrcheck,174_sample,cam_probiotic,no_covs,0,0.5,0.01238,0,0.068585,1.00E-06,0.022386,0.1805,0.019408,0.1805,1,58.699,174
func,Microba_common_clrcheck,174_sample,devq_wisc_msel,age_sex,0,0.5,72.356683,0.00049,0.149243,1.00E-06,87.072283,484.825453,55.869102,484.825943,1,-551.075,154
func,Microba_common_clrcheck,174_sample,devq_wisc_msel,age_sex_dietPC,0,0.5,72.977751,0.00049,0.154239,1.00E-06,86.662883,473.147687,55.107958,473.148176,1,-546.684,154
func,Microba_common_clrcheck,174_sample,devq_wisc_msel,no_covs,0,0.5,38.735224,0.00049,0.07907,1.00E-06,67.917529,489.8828,56.008474,489.88329,1,-552.878,154
func,Microba_common_clrcheck,174_sample,dietPC1,age_sex,7.546,0.003007945,0.369177,0.698068,0.185817,0.405439,0.281814,1.023692,0.212415,1.72176,1,-136.786,174
func,Microba_common_clrcheck,174_sample,dietPC1,no_covs,15.357,4.45E-05,0.435542,1.088058,0.178534,0.567523,0.297109,0.829147,0.247025,1.917205,1,-140.773,174
func,Microba_common_clrcheck,174_sample,dietPC1_preadj,age_sex,8.921,0.001409254,0.381638,0.768065,0.18875,0.448454,0.281903,0.94463,0.215296,1.712695,1,-135.811,174
func,Microba_common_clrcheck,174_sample,dietPC1_preadj,no_covs,8.529,0.001747408,0.362184,0.717847,0.184404,0.426579,0.272313,0.964954,0.207751,1.682801,1,-130.501,174
func,Microba_common_clrcheck,174_sample,dietPC2,age_sex,2.995,0.041756,0.27792,0.275103,0.139883,0.143016,0.287584,1.648485,0.214112,1.923588,1,-149.757,174
func,Microba_common_clrcheck,174_sample,dietPC2,no_covs,3.009,0.04139379,0.26785,0.256274,0.136435,0.134403,0.282421,1.650485,0.210273,1.906759,1,-145.084,174
func,Microba_common_clrcheck,174_sample,dietPC2_preadj,age_sex,2.542,0.05541892,0.262502,0.246967,0.135867,0.131551,0.27805,1.630386,0.208209,1.877353,1,-147.631,174
func,Microba_common_clrcheck,174_sample,dietPC2_preadj,no_covs,1.82,0.08865535,0.231353,0.185273,0.122574,0.100046,0.265195,1.666601,0.202167,1.851873,1,-142.46,174
func,Microba_common_clrcheck,174_sample,dietPC3,age_sex,0.93,0.1674521,0.222918,0.172023,0.146061,0.115324,0.233747,1.319626,0.165511,1.491649,1,-127.405,174
func,Microba_common_clrcheck,174_sample,dietPC3,no_covs,4.485,0.01709772,0.25194,0.296827,0.156607,0.193784,0.238531,1.234913,0.172633,1.53174,1,-125.859,174
func,Microba_common_clrcheck,174_sample,dietPC3_preadj,age_sex,1.505,0.1099615,0.241072,0.23025,0.160472,0.158945,0.23429,1.218362,0.163293,1.448612,1,-124.502,174
func,Microba_common_clrcheck,174_sample,dietPC3_preadj,no_covs,0.934,0.1668669,0.209056,0.163703,0.143589,0.114992,0.220832,1.259903,0.156779,1.423605,1,-119.06,174
func,Microba_common_clrcheck,174_sample,mats_indication,no_covs,0,0.5,0.017774,0,0.071161,1.00E-06,0.031089,0.249772,0.026856,0.249772,1,30.439,174
func,Microba_common_clrcheck,174_sample,mats_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.024411,0,0.095782,1.00E-06,0.03649,0.254857,0.028794,0.254857,1,7.743,165
func,Microba_common_clrcheck,174_sample,mats_indication,sex_ASD_mia_indication_age_dietPC_bristol,0,0.5,0.025111,0,0.098,1.00E-06,0.037069,0.256229,0.029043,0.256229,1,5.359,165
func,Microba_common_clrcheck,174_sample,mats_indication,sex_age_dietPC,0,0.5,0.023366,0,0.093496,1.00E-06,0.033987,0.249917,0.02731,0.249917,1,14.924,174
func,Microba_common_clrcheck,174_sample,mats_indication,sex_age_dietPC_bristol,0,0.5,0.023955,0,0.094338,1.00E-06,0.036238,0.253928,0.028594,0.253928,1,10.077,165
func,Microba_common_clrcheck,174_sample,mats_number,age_sex,0,0.5,0.177814,2.00E-06,0.119842,1.00E-06,0.204791,1.483735,0.161121,1.483736,1,-133.527,174
func,Microba_common_clrcheck,174_sample,mats_number,age_sex_dietPC,0,0.5,0.20302,2.00E-06,0.140151,1.00E-06,0.213789,1.448575,0.159142,1.448576,1,-140.037,174
func,Microba_common_clrcheck,174_sample,mats_number,no_covs,0,0.5,0.17903,2.00E-06,0.12444,1.00E-06,0.195674,1.438687,0.154689,1.438688,1,-129.851,174
func,Microba_common_clrcheck,174_sample,me_indication,age_sex_dietPC,0,0.5,0.017874,0,0.078808,1.00E-06,0.02886,0.226805,0.02478,0.226805,1,22.926,174
func,Microba_common_clrcheck,174_sample,me_indication,no_covs,0,0.5,0.018972,0,0.085374,1.00E-06,0.028219,0.222223,0.023894,0.222223,1,39.097,174
func,Microba_common_clrcheck,174_sample,me_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.016458,0,0.073567,1.00E-06,0.029284,0.223717,0.025268,0.223717,1,17.971,165
func,Microba_common_clrcheck,174_sample,me_number,age_sex,0,0.5,0.278284,2.00E-06,0.141486,1.00E-06,0.283499,1.966857,0.214072,1.966859,1,-162.489,174
func,Microba_common_clrcheck,174_sample,me_number,age_sex_dietPC,0,0.5,0.313428,2.00E-06,0.190004,1.00E-06,0.271095,1.64958,0.182642,1.649582,1,-165.434,174
func,Microba_common_clrcheck,174_sample,me_number,no_covs,0,0.5,0.250184,2.00E-06,0.125824,1.00E-06,0.271334,1.988357,0.21379,1.988359,1,-158.134,174
func,Microba_common_clrcheck,174_sample,meds_antipsychotic,age_sex,0,0.4997187,0.001478,0,0.052241,1.00E-06,0.003381,0.0283,0.003061,0.0283,1,210.925,174
func,Microba_common_clrcheck,174_sample,meds_antipsychotic,age_sex_dietPC,0.183,0.3342413,0.001715,0.000526,0.062073,0.01909,0.003352,0.027051,0.003012,0.027577,1,200.781,174
func,Microba_common_clrcheck,174_sample,meds_antipsychotic,no_covs,0,0.5,0.001423,0,0.050697,1.00E-06,0.00331,0.02806,0.003017,0.02806,1,219.986,174
func,Microba_common_clrcheck,174_sample,meds_gastrointestinal,age_sex,11.073,0.000438002,0.020262,0.038687,0.183419,0.404044,0.015506,0.057062,0.011772,0.095749,1,108.454,174
func,Microba_common_clrcheck,174_sample,meds_gastrointestinal,age_sex_dietPC,10.456,0.000611227,0.020442,0.037971,0.184348,0.392672,0.015796,0.058729,0.011936,0.0967,1,97.046,174
func,Microba_common_clrcheck,174_sample,meds_gastrointestinal,no_covs,11.573,0.000334585,0.019458,0.036064,0.180991,0.382749,0.015156,0.058159,0.011416,0.094223,1,116.109,174
func,Microba_common_clrcheck,174_sample,mia_indication,no_covs,0,0.5,0.017809,0,0.077539,1.00E-06,0.028869,0.229678,0.024695,0.229679,1,37.183,174
func,Microba_common_clrcheck,174_sample,mia_indication,sex_ASD_age_dietPC_bristol,0,0.5,0.019368,0,0.088775,1.00E-06,0.030313,0.218172,0.024647,0.218172,1,19.929,165
func,Microba_common_clrcheck,174_sample,mia_indication,sex_ASD_mats_indication_age_dietPC_bristol,0,0.5,0.019868,0,0.090576,1.00E-06,0.030742,0.21935,0.024861,0.21935,1,17.39,165
func,Microba_common_clrcheck,174_sample,mia_indication,sex_age_dietPC,0,0.5,0.021419,0,0.096667,1.00E-06,0.029698,0.221573,0.024232,0.221574,1,24.017,174
func,Microba_common_clrcheck,174_sample,mia_indication,sex_age_dietPC_bristol,0,0.5,0.019951,0,0.090113,1.00E-06,0.030451,0.221397,0.024943,0.221397,1,20.551,165
func,Microba_common_clrcheck,174_sample,mia_number,age_sex,0.453,0.2503571,0.060114,0.029284,0.100864,0.049475,0.080936,0.562614,0.064358,0.591898,1,-48.944,174
func,Microba_common_clrcheck,174_sample,mia_number,age_sex_dietPC,0,0.5,0.037794,1.00E-06,0.069422,1.00E-06,0.069049,0.544405,0.059426,0.544406,1,-49.84,174
func,Microba_common_clrcheck,174_sample,mia_number,no_covs,0.165,0.3421043,0.045314,0.014413,0.077091,0.024574,0.074697,0.572113,0.063131,0.586526,1,-42.935,174
func,Microba_common_clrcheck,174_sample,participant_type,age_sex,0,0.5,0.048174,1.00E-06,0.079452,1.00E-06,0.078214,0.60632,0.065625,0.606321,1,-51.514,174
func,Microba_common_clrcheck,174_sample,participant_type,age_sex_dietPC,0,0.5,0.064518,1.00E-06,0.109449,1.00E-06,0.085106,0.589485,0.064457,0.589485,1,-57.496,174
func,Microba_common_clrcheck,174_sample,participant_type,no_covs,0,0.5,0.05207,1.00E-06,0.077589,1.00E-06,0.0866,0.671092,0.072156,0.671092,1,-54.848,174
func,Microba_common_clrcheck,174_sample,sex,age,0,0.4980043,0.017019,9.60E-05,0.073266,0.000413,0.030009,0.232192,0.025053,0.232288,1,33.012,174
func,Microba_common_clrcheck,174_sample,sex,no_covs,0,0.5,0.020926,0,0.090394,1.00E-06,0.031559,0.2315,0.024891,0.231501,1,37.183,174
func,Microba_common_clrcheck,174_sample,sleep_cshq_total,age_sex,0,0.5,7.394975,8.90E-05,0.084166,1.00E-06,12.028966,87.861932,9.889202,87.862021,1,-440.988,161
func,Microba_common_clrcheck,174_sample,sleep_cshq_total,age_sex_dietPC,0,0.5,8.868669,8.90E-05,0.103462,1.00E-06,12.226668,85.719162,9.753624,85.71925,1,-440.22,161
func,Microba_common_clrcheck,174_sample,sleep_cshq_total,no_covs,0,0.5,5.852743,8.90E-05,0.066019,1.00E-06,11.407809,88.651748,9.911187,88.651837,1,-441.357,161
func,Microba_common_clrcheck,full_bristol,mats_indication,no_covs,0,0.5,0.021457,0,0.085895,1.00E-06,0.033724,0.249805,0.027586,0.249805,1,28.772,165
func,Microba_common_clrcheck,full_bristol,mats_indication,sex_age_dietPC,0,0.5,0.026181,0,0.103569,1.00E-06,0.036876,0.252786,0.028389,0.252786,1,12.772,165
func,Microba_common_clrcheck,full_bristol,mia_indication,no_covs,0,0.5,0.025412,0,0.114599,1.00E-06,0.031922,0.221751,0.024488,0.221751,1,36.195,165
func,Microba_common_clrcheck,full_bristol,mia_indication,sex_age_dietPC,0,0.5,0.024549,0,0.11175,1.00E-06,0.031761,0.21968,0.024706,0.219681,1,22.495,165
func,Microba_common_clrcheck,no_aap,mats_indication,no_covs,0,0.5,0.019082,0,0.076268,1.00E-06,0.032205,0.250201,0.027299,0.250202,1,29.412,169
func,Microba_common_clrcheck,no_aap,mats_indication,sex_age_dietPC,0,0.5,0.027246,0,0.108337,1.00E-06,0.036642,0.25149,0.02791,0.25149,1,13.462,169
func,Microba_common_clrcheck,no_aap,mia_indication,no_covs,0,0.5,0.014827,0,0.064578,1.00E-06,0.028377,0.229604,0.025052,0.229604,1,36.761,169
func,Microba_common_clrcheck,no_aap,mia_indication,sex_age_dietPC,0,0.5,0.018032,0,0.080326,1.00E-06,0.029264,0.224479,0.024895,0.22448,1,22.942,169
func,Microba_common_clrcheck,no_asd,mats_indication,no_covs,0.469,0.2467575,0.105449,0.05376,0.401691,0.211276,0.103292,0.200693,0.058856,0.254453,1,5.391,40
